title,id,arxiv_url,published,citation
Distributed Training Large-Scale Deep Architectures,1709.06622,http://arxiv.org/abs/1709.06622v1,2017-08-10T09:24:27Z,7
"Multilevel Wavelet Decomposition Network for Interpretable Time Series
  Analysis",1806.08946,http://arxiv.org/abs/1806.08946v1,2018-06-23T11:12:12Z,7
Inverse Reinforcement Learning via Deep Gaussian Process,1512.08065,http://arxiv.org/abs/1512.08065v4,2015-12-26T01:40:37Z,7
"Fast, Simple Calcium Imaging Segmentation with Fully Convolutional
  Networks",1707.06314,http://arxiv.org/abs/1707.06314v1,2017-07-19T22:27:29Z,7
Purine: A bi-graph based deep learning framework,1412.6249,http://arxiv.org/abs/1412.6249v5,2014-12-19T08:20:10Z,7
IBM Deep Learning Service,1709.05871,http://arxiv.org/abs/1709.05871v1,2017-09-18T11:40:48Z,7
"Adversarial-Playground: A Visualization Suite Showing How Adversarial
  Examples Fool Deep Learning",1708.00807,http://arxiv.org/abs/1708.00807v1,2017-08-01T14:34:35Z,7
"Tree-CNN: A Hierarchical Deep Convolutional Neural Network for
  Incremental Learning",1802.05800,http://arxiv.org/abs/1802.05800v2,2018-02-15T23:36:56Z,7
Deep Abstract Q-Networks,1710.00459,http://arxiv.org/abs/1710.00459v2,2017-10-02T02:17:09Z,7
X-ray Scattering Image Classification Using Deep Learning,1611.03313,http://arxiv.org/abs/1611.03313v1,2016-11-10T14:32:24Z,7
Truncated Variational EM for Semi-Supervised Neural Simpletrons,1702.01997,http://arxiv.org/abs/1702.01997v1,2017-02-07T13:16:05Z,6
Active Learning for Visual Question Answering: An Empirical Study,1711.01732,http://arxiv.org/abs/1711.01732v1,2017-11-06T05:28:38Z,6
"Deeper Image Quality Transfer: Training Low-Memory Neural Networks for
  3D Images",1808.05577,http://arxiv.org/abs/1808.05577v1,2018-08-16T16:42:10Z,6
Telugu OCR Framework using Deep Learning,1509.05962,http://arxiv.org/abs/1509.05962v2,2015-09-20T03:35:05Z,6
Superpixel Sampling Networks,1807.10174,http://arxiv.org/abs/1807.10174v1,2018-07-26T14:48:22Z,6
"Deep Feature Consistent Deep Image Transformations: Downscaling,
  Decolorization and HDR Tone Mapping",1707.09482,http://arxiv.org/abs/1707.09482v2,2017-07-29T08:37:32Z,6
Deep Reinforcement Learning With Macro-Actions,1606.04615,http://arxiv.org/abs/1606.04615v1,2016-06-15T01:57:40Z,6
"GLoMo: Unsupervisedly Learned Relational Graphs as Transferable
  Representations",1806.05662,http://arxiv.org/abs/1806.05662v3,2018-06-14T17:41:19Z,6
Safe end-to-end imitation learning for model predictive control,1803.10231,http://arxiv.org/abs/1803.10231v3,2018-03-27T15:47:29Z,6
Deep Echo State Network (DeepESN): A Brief Survey,1712.04323,http://arxiv.org/abs/1712.04323v3,2017-12-12T14:50:51Z,6
"A Collective Variational Autoencoder for Top-$N$ Recommendation with
  Side Information",1807.05730,http://arxiv.org/abs/1807.05730v1,2018-07-16T08:45:44Z,6
Deep convolutional Gaussian processes,1810.03052,http://arxiv.org/abs/1810.03052v1,2018-10-06T20:58:05Z,6
Unsupervised Learning of Predictors from Unpaired Input-Output Samples,1606.04646,http://arxiv.org/abs/1606.04646v1,2016-06-15T05:26:29Z,6
Imitation Learning with Concurrent Actions in 3D Games,1803.05402,http://arxiv.org/abs/1803.05402v5,2018-03-14T16:59:17Z,6
Deep Hashing: A Joint Approach for Image Signature Learning,1608.03658,http://arxiv.org/abs/1608.03658v1,2016-08-12T02:00:08Z,6
Machine learning vortices at the Kosterlitz-Thouless transition,1710.09842,http://arxiv.org/abs/1710.09842v1,2017-10-26T18:00:07Z,6
"An Information-Theoretic Optimality Principle for Deep Reinforcement
  Learning",1708.01867,http://arxiv.org/abs/1708.01867v5,2017-08-06T09:23:22Z,6
"Deep Structured-Output Regression Learning for Computational Color
  Constancy",1607.03856,http://arxiv.org/abs/1607.03856v2,2016-07-13T18:36:35Z,6
Adversarial Examples: Opportunities and Challenges,1809.04790,http://arxiv.org/abs/1809.04790v3,2018-09-13T06:09:32Z,6
Multi-Modal Hybrid Deep Neural Network for Speech Enhancement,1606.04750,http://arxiv.org/abs/1606.04750v1,2016-06-15T13:14:05Z,6
"Automated 5-year Mortality Prediction using Deep Learning and Radiomics
  Features from Chest Computed Tomography",1607.00267,http://arxiv.org/abs/1607.00267v1,2016-07-01T14:44:37Z,6
"FermiNets: Learning generative machines to generate efficient neural
  networks via generative synthesis",1809.05989,http://arxiv.org/abs/1809.05989v2,2018-09-17T01:26:57Z,6
Impact of Physical Activity on Sleep:A Deep Learning Based Exploration,1607.07034,http://arxiv.org/abs/1607.07034v1,2016-07-24T12:12:03Z,6
"Automatic Plaque Detection in IVOCT Pullbacks Using Convolutional Neural
  Networks",1808.04187,http://arxiv.org/abs/1808.04187v2,2018-08-13T13:01:14Z,6
"Super-resolution Ultrasound Localization Microscopy through Deep
  Learning",1804.07661,http://arxiv.org/abs/1804.07661v2,2018-04-20T15:12:05Z,6
"Exploiting Multi-typed Treebanks for Parsing with Deep Multi-task
  Learning",1606.01161,http://arxiv.org/abs/1606.01161v1,2016-06-03T16:09:52Z,6
Deep Discrete Supervised Hashing,1707.09905,http://arxiv.org/abs/1707.09905v1,2017-07-31T15:00:55Z,6
Unsupervised Deep Hashing for Large-scale Visual Search,1602.00206,http://arxiv.org/abs/1602.00206v1,2016-01-31T06:36:47Z,6
"Training Deep Gaussian Processes using Stochastic Expectation
  Propagation and Probabilistic Backpropagation",1511.03405,http://arxiv.org/abs/1511.03405v1,2015-11-11T07:40:48Z,6
Generalized Dropout,1611.06791,http://arxiv.org/abs/1611.06791v1,2016-11-21T14:06:48Z,6
"Learning Deep Nearest Neighbor Representations Using Differentiable
  Boundary Trees",1702.08833,http://arxiv.org/abs/1702.08833v1,2017-02-28T16:01:22Z,6
How deep learning works --The geometry of deep learning,1710.10784,http://arxiv.org/abs/1710.10784v1,2017-10-30T06:42:23Z,6
"End-to-end Phoneme Sequence Recognition using Convolutional Neural
  Networks",1312.2137,http://arxiv.org/abs/1312.2137v1,2013-12-07T19:55:02Z,6
Toward Scalable Verification for Safety-Critical Deep Networks,1801.05950,http://arxiv.org/abs/1801.05950v2,2018-01-18T06:27:57Z,6
"Deep Reinforcement Learning for Dexterous Manipulation with Concept
  Networks",1709.06977,http://arxiv.org/abs/1709.06977v1,2017-09-20T17:28:13Z,6
Structured Optimal Transport,1712.06199,http://arxiv.org/abs/1712.06199v1,2017-12-17T22:51:40Z,6
"Discriminative Training of Deep Fully-connected Continuous CRF with
  Task-specific Loss",1601.07649,http://arxiv.org/abs/1601.07649v1,2016-01-28T05:30:50Z,6
Deep Learning and Holographic QCD,1809.10536,http://arxiv.org/abs/1809.10536v1,2018-09-27T14:19:54Z,6
One-Shot Learning in Discriminative Neural Networks,1707.05562,http://arxiv.org/abs/1707.05562v1,2017-07-18T11:17:22Z,6
"Leveraging Crowdsourcing Data For Deep Active Learning - An Application:
  Learning Intents in Alexa",1803.04223,http://arxiv.org/abs/1803.04223v1,2018-03-12T12:43:41Z,6
"Hyper-parameter optimization of Deep Convolutional Networks for object
  recognition",1501.07645,http://arxiv.org/abs/1501.07645v2,2015-01-30T02:08:51Z,6
"Deep Learning Inference in Facebook Data Centers: Characterization,
  Performance Optimizations and Hardware Implications",1811.09886,http://arxiv.org/abs/1811.09886v2,2018-11-24T19:52:02Z,6
"A proof that rectified deep neural networks overcome the curse of
  dimensionality in the numerical approximation of semilinear heat equations",1901.10854,http://arxiv.org/abs/1901.10854v2,2019-01-30T14:37:35Z,6
Deep Multimodal Learning for Emotion Recognition in Spoken Language,1802.08332,http://arxiv.org/abs/1802.08332v1,2018-02-22T22:34:24Z,6
End-to-end Learning for 3D Facial Animation from Raw Waveforms of Speech,1710.00920,http://arxiv.org/abs/1710.00920v2,2017-10-02T21:44:32Z,6
"GANVO: Unsupervised Deep Monocular Visual Odometry and Depth Estimation
  with Generative Adversarial Networks",1809.05786,http://arxiv.org/abs/1809.05786v3,2018-09-16T00:27:09Z,6
"Modeling Representation of Videos for Anomaly Detection using Deep
  Learning: A Review",1505.00523,http://arxiv.org/abs/1505.00523v1,2015-05-04T05:16:08Z,6
"Resampling Forgery Detection Using Deep Learning and A-Contrario
  Analysis",1803.01711,http://arxiv.org/abs/1803.01711v1,2018-03-01T21:59:04Z,6
Multi-objective Evolutionary Federated Learning,1812.07478,http://arxiv.org/abs/1812.07478v2,2018-12-18T16:55:03Z,6
Exploring the Function Space of Deep-Learning Machines,1708.01422,http://arxiv.org/abs/1708.01422v3,2017-08-04T08:38:20Z,6
Residual Policy Learning,1812.06298,http://arxiv.org/abs/1812.06298v2,2018-12-15T14:47:21Z,6
"Training of Deep Neural Networks based on Distance Measures using
  RMSProp",1708.01911,http://arxiv.org/abs/1708.01911v1,2017-08-06T17:10:38Z,6
Geometric Consistency for Self-Supervised End-to-End Visual Odometry,1804.03789,http://arxiv.org/abs/1804.03789v1,2018-04-11T02:45:00Z,6
Learning Multi-Scale Representations for Material Classification,1408.2938,http://arxiv.org/abs/1408.2938v1,2014-08-13T08:27:12Z,6
Scalable and Effective Deep CCA via Soft Decorrelation,1707.09669,http://arxiv.org/abs/1707.09669v2,2017-07-30T20:53:54Z,6
Deep Learning Object Detection Methods for Ecological Camera Trap Data,1803.10842,http://arxiv.org/abs/1803.10842v1,2018-03-28T20:30:39Z,6
"500+ Times Faster Than Deep Learning (A Case Study Exploring Faster
  Methods for Text Mining StackOverflow)",1802.05319,http://arxiv.org/abs/1802.05319v1,2018-02-14T20:57:48Z,6
"Combination of Hyperband and Bayesian Optimization for Hyperparameter
  Optimization in Deep Learning",1801.01596,http://arxiv.org/abs/1801.01596v1,2018-01-05T01:00:03Z,6
Face Sketch Matching via Coupled Deep Transform Learning,1710.02914,http://arxiv.org/abs/1710.02914v1,2017-10-09T02:42:01Z,6
When Does Stochastic Gradient Algorithm Work Well?,1801.06159,http://arxiv.org/abs/1801.06159v2,2018-01-18T18:23:02Z,6
"Multi-Object Classification and Unsupervised Scene Understanding Using
  Deep Learning Features and Latent Tree Probabilistic Models",1505.00308,http://arxiv.org/abs/1505.00308v1,2015-05-02T03:23:46Z,6
A generic framework for privacy preserving deep learning,1811.04017,http://arxiv.org/abs/1811.04017v2,2018-11-09T17:10:47Z,6
"Individual Recognition in Schizophrenia using Deep Learning Methods with
  Random Forest and Voting Classifiers: Insights from Resting State EEG Streams",1707.03467,http://arxiv.org/abs/1707.03467v2,2017-06-20T01:23:24Z,6
"Glitch Classification and Clustering for LIGO with Deep Transfer
  Learning",1711.07468,http://arxiv.org/abs/1711.07468v2,2017-11-20T18:58:28Z,6
"Improve the performance of transfer learning without fine-tuning using
  dissimilarity-based multi-view learning for breast cancer histology images",1803.11241,http://arxiv.org/abs/1803.11241v1,2018-03-29T20:14:07Z,6
ScatterNet Hybrid Deep Learning (SHDL) Network For Object Classification,1708.09212,http://arxiv.org/abs/1708.09212v1,2017-08-30T11:02:20Z,6
Deep Reinforcement Learning for General Video Game AI,1806.02448,http://arxiv.org/abs/1806.02448v1,2018-06-06T22:39:26Z,6
"Towards deep learning with spiking neurons in energy based models with
  contrastive Hebbian plasticity",1612.03214,http://arxiv.org/abs/1612.03214v1,2016-12-09T23:17:11Z,6
Block-diagonal Hessian-free Optimization for Training Neural Networks,1712.07296,http://arxiv.org/abs/1712.07296v1,2017-12-20T02:52:35Z,6
"Pseudo-task Augmentation: From Deep Multitask Learning to Intratask
  Sharing---and Back",1803.04062,http://arxiv.org/abs/1803.04062v2,2018-03-11T23:06:14Z,6
Hybrid Models with Deep and Invertible Features,1902.02767,http://arxiv.org/abs/1902.02767v2,2019-02-07T18:49:47Z,6
"Deep Reinforcement Learning with Model Learning and Monte Carlo Tree
  Search in Minecraft",1803.08456,http://arxiv.org/abs/1803.08456v1,2018-03-22T16:53:34Z,6
"Transfer Learning for Clinical Time Series Analysis using Recurrent
  Neural Networks",1807.01705,http://arxiv.org/abs/1807.01705v1,2018-07-04T12:42:48Z,6
"SDRL: Interpretable and Data-efficient Deep Reinforcement Learning
  Leveraging Symbolic Planning",1811.00090,http://arxiv.org/abs/1811.00090v4,2018-10-31T19:56:06Z,6
Spectrum Data Poisoning with Adversarial Deep Learning,1901.09247,http://arxiv.org/abs/1901.09247v1,2019-01-26T17:15:39Z,6
"Activation Functions: Comparison of trends in Practice and Research for
  Deep Learning",1811.03378,http://arxiv.org/abs/1811.03378v1,2018-11-08T12:28:43Z,6
"Deep learning at the shallow end: Malware classification for non-domain
  experts",1807.08265,http://arxiv.org/abs/1807.08265v1,2018-07-22T10:07:57Z,6
"Diabetic Retinopathy Detection via Deep Convolutional Networks for
  Discriminative Localization and Visual Explanation",1703.10757,http://arxiv.org/abs/1703.10757v2,2017-03-31T05:10:56Z,6
Deep Nets: What have they ever done for Vision?,1805.04025,http://arxiv.org/abs/1805.04025v2,2018-05-10T15:43:44Z,6
"Contextual Graph Markov Model: A Deep and Generative Approach to Graph
  Processing",1805.10636,http://arxiv.org/abs/1805.10636v1,2018-05-27T15:04:05Z,6
Deep Mean Maps,1511.04150,http://arxiv.org/abs/1511.04150v1,2015-11-13T03:36:51Z,6
"Learning 6-DOF Grasping Interaction via Deep Geometry-aware 3D
  Representations",1708.07303,http://arxiv.org/abs/1708.07303v4,2017-08-24T08:09:04Z,6
Teaching a Machine to Read Maps with Deep Reinforcement Learning,1711.07479,http://arxiv.org/abs/1711.07479v1,2017-11-20T16:45:58Z,6
"Adaptive Learning Rate via Covariance Matrix Based Preconditioning for
  Deep Neural Networks",1605.09593,http://arxiv.org/abs/1605.09593v2,2016-05-31T12:11:51Z,6
Deep Matching Autoencoders,1711.06047,http://arxiv.org/abs/1711.06047v1,2017-11-16T11:50:41Z,6
"Deep Neural Network Concepts for Background Subtraction: A Systematic
  Review and Comparative Evaluation",1811.05255,http://arxiv.org/abs/1811.05255v1,2018-11-13T12:35:19Z,6
"Co-training for Demographic Classification Using Deep Learning from
  Label Proportions",1709.04108,http://arxiv.org/abs/1709.04108v1,2017-09-13T02:06:19Z,6
"End-to-end Learning of Cost-Volume Aggregation for Real-time Dense
  Stereo",1611.05689,http://arxiv.org/abs/1611.05689v1,2016-11-17T14:14:02Z,6
"Learning The Invisible: A Hybrid Deep Learning-Shearlet Framework for
  Limited Angle Computed Tomography",1811.04602,http://arxiv.org/abs/1811.04602v1,2018-11-12T08:36:42Z,6
DeepMarks: A Digital Fingerprinting Framework for Deep Neural Networks,1804.03648,http://arxiv.org/abs/1804.03648v1,2018-04-10T17:51:28Z,6
Deep Learning for Ontology Reasoning,1705.10342,http://arxiv.org/abs/1705.10342v1,2017-05-29T18:17:52Z,6
Automatic Lymphocyte Detection in H&E Images with Deep Neural Networks,1612.03217,http://arxiv.org/abs/1612.03217v1,2016-12-09T23:31:35Z,6
"A Survey on Deep Learning Toolkits and Libraries for Intelligent User
  Interfaces",1803.04818,http://arxiv.org/abs/1803.04818v2,2018-03-13T14:07:40Z,6
"Lipschitz regularity of deep neural networks: analysis and efficient
  estimation",1805.10965,http://arxiv.org/abs/1805.10965v1,2018-05-28T15:08:15Z,6
"Deep Learning for Automatic Stereotypical Motor Movement Detection using
  Wearable Sensors in Autism Spectrum Disorders",1709.05956,http://arxiv.org/abs/1709.05956v1,2017-09-14T20:41:45Z,6
Joint Visual Denoising and Classification using Deep Learning,1612.01075,http://arxiv.org/abs/1612.01075v1,2016-12-04T05:51:55Z,6
Object Recognition from Short Videos for Robotic Perception,1509.01602,http://arxiv.org/abs/1509.01602v1,2015-09-04T20:48:23Z,6
Meta-Learning by the Baldwin Effect,1806.07917,http://arxiv.org/abs/1806.07917v2,2018-06-06T08:39:03Z,6
Actively Learning what makes a Discrete Sequence Valid,1708.04465,http://arxiv.org/abs/1708.04465v1,2017-08-15T11:52:35Z,6
"Deep Transfer Learning: A new deep learning glitch classification method
  for advanced LIGO",1706.07446,http://arxiv.org/abs/1706.07446v1,2017-06-22T18:11:13Z,6
"Deep Learning Algorithms for Signal Recognition in Long Perimeter
  Monitoring Distributed Fiber Optic Sensors",1610.00279,http://arxiv.org/abs/1610.00279v1,2016-10-02T13:46:47Z,6
Disaster Monitoring using Unmanned Aerial Vehicles and Deep Learning,1807.11805,http://arxiv.org/abs/1807.11805v2,2018-07-31T13:24:31Z,6
"StegNet: Mega Image Steganography Capacity with Deep Convolutional
  Network",1806.06357,http://arxiv.org/abs/1806.06357v1,2018-06-17T10:06:29Z,6
"DeepDRR -- A Catalyst for Machine Learning in Fluoroscopy-guided
  Procedures",1803.08606,http://arxiv.org/abs/1803.08606v1,2018-03-22T23:04:16Z,6
"Split learning for health: Distributed deep learning without sharing raw
  patient data",1812.00564,http://arxiv.org/abs/1812.00564v1,2018-12-03T05:43:20Z,6
Regularization for Unsupervised Deep Neural Nets,1608.04426,http://arxiv.org/abs/1608.04426v4,2016-08-15T22:28:05Z,6
StrassenNets: Deep Learning with a Multiplication Budget,1712.03942,http://arxiv.org/abs/1712.03942v3,2017-12-11T18:49:07Z,6
Deep Speaker Verification: Do We Need End to End?,1706.07859,http://arxiv.org/abs/1706.07859v1,2017-06-22T04:33:59Z,6
Learning with Hierarchical Gaussian Kernels,1612.00824,http://arxiv.org/abs/1612.00824v1,2016-12-02T20:23:31Z,6
Deep Reinforcement Learning and the Deadly Triad,1812.02648,http://arxiv.org/abs/1812.02648v1,2018-12-06T16:36:20Z,6
"Deep Stochastic Configuration Networks with Universal Approximation
  Property",1702.05639,http://arxiv.org/abs/1702.05639v4,2017-02-18T18:18:32Z,6
Deep Reinforcement Learning for Swarm Systems,1807.06613,http://arxiv.org/abs/1807.06613v3,2018-07-17T18:27:03Z,6
"Exploring applications of deep reinforcement learning for real-world
  autonomous driving systems",1901.01536,http://arxiv.org/abs/1901.01536v3,2019-01-06T13:02:46Z,6
"DeepConfig: Automating Data Center Network Topologies Management with
  Machine Learning",1712.03890,http://arxiv.org/abs/1712.03890v1,2017-12-11T17:07:12Z,6
Deep Robust Kalman Filter,1703.02310,http://arxiv.org/abs/1703.02310v1,2017-03-07T10:16:45Z,6
"Towards Understanding Learning Representations: To What Extent Do
  Different Neural Networks Learn the Same Representation",1810.11750,http://arxiv.org/abs/1810.11750v2,2018-10-28T02:27:31Z,6
